# crate	file	line	item	transpiled_type	class	safe_type	evidence
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2066	ReplicationsRespectTopology	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2067	CreationsRespectTopology	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2068	LoopTimeMin	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2069	HashCPTMax	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2070	AcceptableDifference	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2071	DoNotUseSameIP	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2072	DoNotUseSameRack	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2073	chunksinfo	loop_info	BUF	Mutex<loop_info> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2097	chunksinfo_loopstart	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2098	chunksinfo_loopend	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2099	lastchunkid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2100	lastchunkptr	*mut chunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2101	chunks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2102	last_rebalance	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2103	allchunkcopycounts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2104	regchunkcopycounts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2105	allchunkec8counts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2106	regchunkec8counts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2107	allchunkec4counts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2108	regchunkec4counts	*mut *mut uint64_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2109	stats_chunkops	[uint32_t; 15]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2125	imatching	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2126	matching	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2127	augment	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2128	visited	*mut uint8_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2129	queue	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2130	group	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2131	grnode	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2132	sidval	*mut uint32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2133	sidpos	*mut int32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2134	tablength	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2135	stablength	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2777	slist_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2778	slist_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2891	slist_buckets_head	*mut slist_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	2892	slist_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3025	chunk_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3026	chunk_buckets_head	*mut chunk_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3027	chunk_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3028	chunk_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3029	chunk_queue_buckets_head	*mut chunk_queue_bucket =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3038	chunk_queue_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3125	chunk_queue_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	3146	chunk_queue_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	4625	aservers	*mut uint16_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	4626	aservcnt	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	4887	servers	*mut uint16_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	5564	io_ready_chunk_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	5595	io_ready_chunk_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	5683	io_ready_chunk_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	5694	io_ready_chunk_buckets_head	*mut io_ready_chunk_bucket =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	7031	servers	*mut uint16_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	7032	rcsids	*mut uint16_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	7340	chosen	*mut *mut ::core::ffi::c_void =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	7342	chosenleng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	8698	loglastts	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	8699	ilogcount	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	8700	clogcount	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	908	bitcount_tab	[uint8_t; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/chunks.rs	9179	discserverspos	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	266	HeavyLoadGracePeriod	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	267	HeavyLoadThreshold	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	268	HeavyLoadRatioThreshold	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	269	MaintenanceModeTimeout	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	270	TempMaintenanceModeTimeout	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	271	SecondsToRemoveUnusedCS	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	276	csdbhash	[*mut csdbentry; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	277	csdbtab	*mut *mut csdbentry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	278	nextid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	279	disconnected_servers	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	280	disconnected_servers_in_maintenance	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	281	servers	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	282	loadsum	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csdb.rs	7	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	114	ipclass_head	*mut ipclass	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	115	load_head	*mut ipclass	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	116	current_section	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	117	lstate	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	118	ipmap_hashtab	[*mut ipmap; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/csipmap.rs	119	load_hashtab	[*mut ipmap; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/datacachemgr.rs	19	dcm_tab	[datacache_entry; 500000]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/datacachemgr.rs	27	dcm_inodehash	[uint32_t; 250000]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/datacachemgr.rs	28	dcm_lru_first	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/datacachemgr.rs	29	dcm_lru_last	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	361	c1	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	362	c2	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	363	r1	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	364	r2	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	365	m	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	366	n	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	417	exports_records	*mut exports	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	418	exports_csum	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	419	ExportsFileName	*mut ::core::ffi::c_char =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/exports.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1049	freenode_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1050	freenode_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1068	freenode_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1069	freenode_buckets_head	*mut freenode_bucket	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1179	quotanode_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1207	quotanode_free_head	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1218	quotanode_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1219	quotanode_buckets_head	*mut quotanode_bucket =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1312	nrbheads	[*mut fsnode_bucket; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1313	nrbfreeheads	[*mut fsnode; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1314	nrbucketsize	[uint32_t; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1315	nrelemsize	[uint32_t; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1316	fsnode_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1317	fsnode_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1496	erbheads	[*mut fsedge_bucket; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1497	erbfreeheads	[*mut fsedge; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1498	erbucketsize	[uint32_t; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1499	fsedge_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1500	fsedge_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1721	stbheads	[*mut symlink_bucket; 512]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1722	stbfreeheads	[*mut uint8_t; 512]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1723	stbucketsize	[uint32_t; 512]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1724	symlink_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1725	symlink_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18154	i	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18169	files	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18170	ugfiles	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18171	mfiles	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18172	mtfiles	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18173	msfiles	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18174	chunks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18175	ugchunks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18176	mchunks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18177	notfoundchunks	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18178	msgbuff	*mut ::core::ffi::c_char =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18180	tmp	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	18181	leng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1910	ctbheads	[*mut chunktab_bucket; 121] =	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1912	ctbfreeheads	[*mut uint64_t; 121]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1913	ctbucketsize	[uint64_t; 121]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1914	chunktabsize	[uint64_t; 121]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1915	chunktab_allocated	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	1916	chunktab_used	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19274	root_tail	*mut *mut fsedge	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19275	root_edgeid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19276	current_tail	*mut *mut fsedge	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19277	current_edgeid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19278	current_parent	*mut fsnode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19279	current_parent_id	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19280	current_trash_bid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19281	current_sustained_bid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19282	nl	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	19283	bsize	ssize_t	STATIC	AtomicIsize	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	20214	nl	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	3845	keep_alive_ts	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	3846	keep_alive_cnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	4786	modetoaccmode	[uint8_t; 8]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	7	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	918	quotahead	*mut quotanode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	919	QuotaDefaultGracePeriod	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	920	MaxAllowedHardLinks	uint16_t	STATIC	AtomicU16	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	921	AtimeMode	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	922	KeepEmptyFilesInTrash	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	923	InodeReuseDelay	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	924	freebitmask	*mut uint32_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	925	bitmasksize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	926	searchpos	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	927	freetail	*mut *mut freenode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	928	freelist	*mut freenode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	929	freelastts	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	930	trash_bid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	931	sustained_bid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	932	trash	[*mut fsedge; 4096]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	933	sustained	[*mut fsedge; 256]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	934	root	*mut fsnode	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	935	edgehashtab	[*mut *mut fsedge; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	936	edgerehashpos	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	937	edgehashsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	938	edgehashelem	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	939	nodehashtab	[*mut *mut fsnode; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	940	noderehashpos	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	941	nodehashsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	942	nodehashelem	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	943	hashelements	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	944	maxnodeid	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	945	nodes	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	946	nextedgeid	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	947	edgesneedrenumeration	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	948	trashspace	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	949	sustainedspace	uint64_t	STATIC	AtomicU64	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	950	trashnodes	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	951	sustainednodes	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	952	filenodes	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsmaster	mfsmaster/src/mfsmaster/filesystem.rs	953	dirnodes	uint32_t	STATIC	AtomicU32	auto:type-shape
