# crate	file	line	item	transpiled_type	class	safe_type	evidence
mfsbdev	mfsbdev/src/mfscommon/delayrun.rs	61	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/labelparser.rs	1356	stack	[uint8_t; 128]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/lwthread.rs	170	thattr	*mut pthread_attr_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/lwthread.rs	171	thattr_detached	uint8_t	STATIC	AtomicU8	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/lwthread.rs	33	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/md5.rs	24	padding	[uint8_t; 64]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	126	mfs_log_sink	Option<unsafe extern "C" fn(*const ::core::ffi::c_char) -> ()>	BUF	Mutex<Option<unsafe extern "C" fn(*const ::core::ffi::c_char) -> ()>> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	127	force_stderr	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	128	use_colors	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	129	stderr_active	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	130	mfs_log_min_level	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	131	mfs_log_elevate_to	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	132	syslog_open	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	134	mfs_log_priority_strings	[*const ::core::ffi::c_char; 5]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	270	lfd	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/mfslog.rs	6	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/pcqueue.rs	28	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/processname.rs	2	environ	*mut *mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/processname.rs	21	argv_start	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/processname.rs	22	argv_leng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/processname.rs	23	myenvcpy	*mut *mut ::core::ffi::c_char =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/processname.rs	33	environ_0	*mut *mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/squeue.rs	28	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/strerr.rs	15	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/strerr.rs	218	errtab	[errent; 132]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/strerr.rs	769	errhash	*mut errent	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/strerr.rs	770	errhsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/strerr.rs	772	strerrstorage	*mut ::core::ffi::c_void	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfsbdev	mfsbdev/src/mfscommon/workers.rs	55	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	1033	lastnotify	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	425	jobtype_str	[*mut ::core::ffi::c_char; 6]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	433	hp_pool	*mut jobpool	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	434	lp_pool	*mut jobpool	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	435	stats_maxjobscnt	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	45	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/bgjobs.rs	5894	current_hlstatus	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/busychunks.rs	20	bchashmap	[*mut busy_chunk; 1024]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/chartsdata.rs	171	calcdefs	[uint32_t; 15]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/chartsdata.rs	188	statdefs	[statdef; 49]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/chartsdata.rs	197	estatdefs	[estatdef; 13]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	31	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	409	csservhead	*mut csserventry	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	410	lsock	::core::ffi::c_int	BUF	Mutex<::core::ffi::c_int> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	411	lsockpdescpos	int32_t	STATIC	AtomicI32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	412	mylistenip	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	413	mylistenport	uint16_t	STATIC	AtomicU16	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	414	stats_bytesin	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	415	stats_bytesout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	416	ListenHost	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	417	ListenPort	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/csserv.rs	552	vstring	[::core::ffi::c_char; 9]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1036	CanUseMmap	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1072	wfrcurrent	[*mut waitforremoval; 256] =	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1074	wfrcurrentleng	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1075	wfrhash	[*mut waitforremoval; 65536] =	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1077	Sparsification	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1078	HDDTestMBPS	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1079	HDDRebalancePerc	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1080	HSRebalanceLimit	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1081	HDDErrorCount	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1082	HDDErrorTime	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1083	HDDRoundRobinChunkCount	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1084	HDDKeepDuplicatesHours	uint32_t =	BUF	Mutex<uint32_t => or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1086	LeaveFree	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1087	DoFsyncBeforeClose	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1088	MinTimeBetweenTests	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1089	MinFlushCacheTime	int32_t	STATIC	AtomicI32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1090	cfglinehead	*mut cfgline	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1091	folderhead	*mut folder	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1092	hashtab	[*mut chunk; 16777216]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1093	dophashtab	[*mut dopchunk; 64]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1094	newdopchunks	*mut dopchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1095	regfirstchunks	*mut regfirstchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1096	damagedchunks	*mut damagedchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1097	lostchunks	*mut lostchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1098	nonexistentchunks	*mut nonechunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1099	newchunks	*mut newchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1100	chgchunks	*mut chgchunk	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1101	errorcounter	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1102	hddspacechanged	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1103	hddspacerecalc	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1104	global_rebalance_is_on	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1105	delayedthread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1106	foldersthread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1107	hsrebalancethread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1108	testerthread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1109	rebalancethread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1110	knowndiskusagethread	pthread_t	BUF	Mutex<pthread_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1111	term	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1112	folderactions	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1113	termlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1128	statslock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1143	doplock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1158	ndoplock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1173	dclock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1188	hashlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1203	cclist	*mut cntcond	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1204	folderlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1219	testlock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1234	highspeed_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1235	global_csd	calc_space_data	BUF	Mutex<calc_space_data> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1249	emptyblockcrc	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1250	emptychunkcrc	*mut uint8_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1251	stats_bytesr	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1252	stats_bytesw	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1253	stats_opr	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1254	stats_opw	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1255	stats_databytesr	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1256	stats_databytesw	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1257	stats_dataopr	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1258	stats_dataopw	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1259	stats_movels	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1260	stats_movehs	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1261	stats_rtime	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1262	stats_wtime	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1263	stats_create	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1264	stats_delete	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1265	stats_test	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1266	stats_version	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1267	stats_duplicate	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1268	stats_truncate	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1269	stats_duptrunc	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1270	stats_split	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	1271	oflimit	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	13910	fpath	[::core::ffi::c_char; 3996]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	16110	hdd_get_chunks_pos	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	16111	hdd_get_chunks_cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	16112	hdd_get_chunks_waiting	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	16113	hdd_get_chunks_partialmode	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	18750	lastreport	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7568	lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7583	cond	pthread_cond_t	BUF	Mutex<pthread_cond_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7584	count	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7585	limit	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/hddspacemgr.rs	7586	waiting	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	490	MaxPacketSize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	491	CanUseMmap	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	492	stats_bytesin	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	493	stats_bytesout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	494	stats_hlopr	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	495	stats_hlopw	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	56	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	779	sock_nops_tail	*mut *mut sock_nops	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	780	sock_nops_head	*mut sock_nops	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	781	sock_nops_lock	pthread_mutex_t	BUF	Mutex<pthread_mutex_t> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/mainserv.rs	796	sock_nop_buff	[uint8_t; 8]	BUF	Mutex<[…; N]> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	27	stderr	*mut FILE	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	3226	readbuff	*mut uint8_t	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	3227	readbuffsize	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	577	masterconnsingleton	*mut masterconn	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	578	idlejobs	*mut idlejob	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	579	csidvalid	uint8_t	STATIC	AtomicU8	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	580	reconnect_hook	*mut ::core::ffi::c_void =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	582	manager_time_hook	*mut ::core::ffi::c_void =	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	584	wantexittime	::core::ffi::c_double	BUF	Mutex<::core::ffi::c_double> or thread_local	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	585	stats_bytesout	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	586	stats_bytesin	uint64_t	STATIC	AtomicU64	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	587	ChunksPerRegisterPacket	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	588	MasterHost	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	589	MasterPort	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	590	BindHost	*mut ::core::ffi::c_char	UNKNOWN	Option<NonNull<_>> + per-site analysis	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	591	Timeout	uint32_t	STATIC	AtomicU32	auto:type-shape
mfschunkserver	mfschunkserver/src/mfschunkserver/masterconn.rs	592	ChunkServerID	uint16_t	STATIC	AtomicU16	auto:type-shape
